,Original Value,Amendment Value,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,thresholds,Commodity Rule,Exemptions Rule,Estimated Trade Coverage,Commodity
55149,16494.45,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Alarm, Signal, and Security Detection Systems , Miscellaneous"
55180,23457.0,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
55183,35258.26,0.0,Services,CA,71,00,2017,ATSSC,Yes,Unknown,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
55184,101100.0,0.0,Services,CA,00,00,2018,FCAC,No,Yes,Unknown,Yes,Yes,No,Budget Control Systems
55240,8512.0,12992.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Language Training Services
55266,142281.56,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Combination and Miscellaneous Instruments
55267,4847023.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Paving Contractor Services (except mud jacking)
55298,11300.0,39550.0,Services,CA,00,00,2018,CNSC,Yes,Yes,No,No,Yes,No,Medical Advisory Services
55310,116975.7,9832.5,Goods,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
55341,419610.0,204081.41,Construction,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Security Systems Maintenance - Interior (built-in) Buildings
55346,13560.0,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
55347,68332.54,0.0,Construction,CA,00,00,2017,DFO,Unknown,Yes,No,Unknown,Yes,No,Structural Steel Work
55349,19800.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,Military Target Ranges/Systems (R&D)
55365,30475.23,0.0,Services,US,71,00,2018,DND,Unknown,Unknown,No,Unknown,Yes,No,Information Products
55369,195928.44,18737.66,Services,CA,00,00,2018,DND,Yes,Yes,Unknown,No,Yes,No,End-to-End Learning Services (Excludes COTS Training)
55374,300000.0,26119.98,Services,US,71,00,2018,ECCC,Yes,Unknown,Yes,No,Yes,No,Economic Studies / Modelling and Analysis
55430,16012.71,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Gas Turbines and Jet Engines, Aircraft, Prime Moving and Components"
55434,60223.35,-25069.05,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55444,65300.0,17628.0,Services,CA,00,00,2018,CBSA,Unknown,Yes,No,Yes,Yes,No,Commercial Security Guard and Related Services
55453,110214.0,134134.28,Services,CA,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,"Cleaning and Maintenance, Janitorial"
55457,16950.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,Business Training
55462,49917.5,34945.0,Services,CA,00,00,2017,CRCC,Yes,Yes,No,Yes,Yes,No,Consulting Services
55474,19606.48,0.0,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
55477,15190.32,0.0,Goods,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,ADP Software
55481,5650000.0,0.0,Services,CA,00,00,2019,DND,Yes,Yes,Yes,No,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
55486,33130.0,870.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
55491,6359.22,4140.78,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
55510,11918.43,0.0,Goods,CA,85,00,2018,HC,Unknown,Unknown,No,Unknown,Yes,No,ADP Software
55520,17591.18,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
55525,13396.0,14195.9,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,Language Training Services
55535,16569.63,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
55536,24941.07,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Textile Fabrics
55541,72494.0,60158.96,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,Credit Reporting - Commercial
55552,28476.0,16950.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
55554,17347.99,11300.0,Services,CA,00,00,2017,CNSC,Yes,Yes,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
55560,55049.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Construction of Commercial Buildings
55562,13430.48,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
55585,11232.2,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55597,115518.24,49156.69,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55615,14115.02,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
55616,46882.5,0.0,Construction,CA,00,00,2019,DND,Unknown,Yes,No,Unknown,Yes,No,"Roofing, Siding and Sheet Metal Installation Services"
55628,57988.21,0.0,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
55631,6752.88,18007.68,Services,CA,00,00,2019,CRCC,Yes,Yes,No,No,Yes,No,General Office Help
55640,27594.0,0.0,Services,CA,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Management Training
55644,16814.4,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55645,11722.47,4116.36,Services,CA,00,00,2019,CBSA,Yes,Yes,No,No,Yes,No,Miscellaneous Communications Services
55646,18593.02,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
55683,33900.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55695,96021.75,60596.25,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55718,145182.15,0.0,Services,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
55731,55533.73,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Interfaces, Special Purpose (for Process Control, Analog etc.) - Maintenance"
55742,27917.77,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
55743,195151.0,198185.11,Services,CA,00,00,2017,DFO,Yes,Yes,Yes,No,Yes,No,Miscellaneous Communications Services
55752,51636.48,-90599.16,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55760,14110.5,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Electrical Hardware and Supplies
55771,54978.91,261527.71,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,ADP Software
55773,16950.0,0.0,Services,CA,00,00,2017,VAC,Unknown,Yes,No,Unknown,Yes,No,Technical Writing Services
55785,15554.45,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Building/Installation Special Trade Services, Not Elsewhere Specified"
55787,172500.0,55056.88,Services,CA,00,00,2017,PPSC,No,Yes,No,No,Yes,No,Storage and Warehousing
55811,0.0,0.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Paper Shredding Service
55823,15135.02,0.0,Goods,CA,00,00,2019,DND,Unknown,Yes,No,Unknown,Yes,No,Engine Instruments
55824,10108.85,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
55825,41429.33,0.0,Goods,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,ADP Software
55830,18580.7,0.0,Services,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,"Headsets, Handsets, Microphones and Speakers - Repair"
55838,229977.0,0.0,Services,CA,00,00,2019,DND,Yes,Yes,Unknown,No,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
55841,9215087.85,0.0,Services,CA,00,00,2017,DND,Yes,Yes,Yes,No,Yes,No,Professional Services / Financial Analysis
55848,354622.0,0.0,Services,CA,00,00,2017,DND,Yes,Yes,Yes,No,Yes,No,Temporary Help Services - Professional and Technical
55860,159194.0,159194.4,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
55861,11148.9,932.93,Goods,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,"Warehouse Trucks and Tractors, Self-Propelled"
55875,20865.66,-10638.64,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
55882,19582.16,0.0,Services,US,85,00,2017,GAC,Yes,Unknown,No,No,Yes,No,Relocation Services
55884,30000.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Other Engineering Studies
55891,62303.33,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
55892,314122.5,0.0,Services,CA,00,00,2018,DFO,Yes,Yes,Yes,No,Yes,No,"Vessels, Miscellaneous - Repair"
55893,144881.1,-13533.12,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Office Devices and Accessories
55895,50850.0,-16950.0,Services,CA,00,00,2017,CNSC,Yes,Yes,No,No,Yes,No,Graphic Design Services - including website
55910,30767.37,0.0,Goods,CA,00,00,2018,CNSC,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
55918,74733.75,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
55922,303828.75,52600.09,Services,CA,00,00,2018,FCAC,No,Yes,Yes,No,Yes,No,Budget Control Systems
55931,32740.05,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
55984,22985.8,0.0,Services,CA,71,00,2018,CSC,Yes,Unknown,No,Yes,Yes,No,Electrical Hardware and Supplies - Repair
55989,24558.66,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Office Furniture
55993,60162.6,6888.48,Goods,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Office Devices and Accessories
56002,42730.67,20413.63,Services,FR,00,00,2017,GAC,Yes,Yes,No,No,Yes,No,PASSENGER MOTOR VEHICLES - RENTAL
56004,235659.66,0.0,Services,CA,00,00,2018,ESDC,Yes,Yes,Unknown,No,Yes,No,General Office Help
56012,8177.0,5690.32,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
56023,38813.24,107049.42,Services,CA,00,00,2019,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56035,53999.99,20340.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,TRAILERS - RENTAL
56036,13560.0,0.0,Services,CA,85,00,2018,CBSA,Yes,Unknown,No,Yes,Yes,No,Business Training
56052,25000.0,0.0,Services,CA,00,00,2018,CNSC,Yes,Yes,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
56081,57016.68,0.0,Goods,CA,00,00,2019,CGC,No,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
56092,173336.31,173336.31,Services,US,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Consulting Services
56094,672033.6,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,Budget Control Systems
56095,35425.5,0.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56103,48435.98,12356.66,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Armor, Personal"
56116,8180.23,3433.91,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
56122,169422.03,70786.47,Services,CA,00,00,2019,GAC,Yes,Yes,No,No,Yes,No,Logistics Support Services Military Aerospace Related
56135,14309.57,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
56155,11270.67,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
56166,99425.88,46213.0,Services,CA,00,00,2019,CRCC,Yes,Yes,No,Yes,Yes,No,Consulting Services
56208,13804.76,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Plywood and Veneer
56214,53443.2,45561.6,Services,CA,00,00,2018,OSFI,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56221,85312.26,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Hardware, Commercial"
56237,9335.5,3087.5,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Language Training Services
56288,21470.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,Business Training
56309,18368.0,17472.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Language Training Services
56312,109163.65,0.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56339,380218.12,112999.9,Services,CA,00,00,2018,CSC,Yes,Yes,Yes,No,Yes,No,Services of Individuals - Except Consultants
56363,169500.0,84750.0,Services,CA,00,00,2017,TBS,Yes,Yes,No,Yes,Yes,No,Organization Development
56409,127803.0,127803.0,Services,CA,00,00,2017,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56411,11340.0,315.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Language Training Services
56425,0.0,0.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56427,19187.28,0.0,Construction,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Other Floor Laying and Wall Papering Work
56429,5750.0,5750.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
56445,26569.0,0.0,Services,US,71,00,2018,DND,Yes,Unknown,No,No,Yes,No,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
56446,124633.35,0.0,Services,CA,00,00,2017,OSFI,Yes,Yes,No,Yes,Yes,No,Consulting Services
56454,130515.0,59325.0,Services,CA,00,00,2017,CNSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56463,1149864.62,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
56468,136947.53,-23188.17,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56487,24330.6,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
56507,28391.25,-121514.55,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56508,47324.4,149302.38,Services,CA,00,00,2019,DFO,Yes,Yes,No,Yes,Yes,No,"Cleaning and Maintenance, Janitorial"
56509,10786.98,0.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
56514,145873.96,0.0,Services,CA,00,00,2018,DFO,Yes,Yes,No,No,Yes,No,Communications Network Hardware (R&D)
56522,122662.0,490646.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56525,88914.3,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
56527,22673.0,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Office Furniture
56562,201394.25,17700.32,Services,US,00,00,2018,DND,Yes,Yes,Unknown,No,Yes,No,"Security Printing, Paper Documents (including bonds)"
56595,154273.25,156702.75,Services,CA,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56609,12681.9,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Textile Fabrics
56615,114039.6,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
56617,27741.51,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Conveyors - Repair and Overhaul
56630,40857.13,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
56637,18363.21,184366.6,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56661,19997.89,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Office Furniture
56668,97450865.0,1566153.81,Services,CA,00,00,2018,CBSA,Yes,Yes,Yes,No,Yes,No,Operation and Maintenance Services of a Technical/Scientific Facility
56698,11300.0,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,No,Yes,No,Office Furniture - Installation
56703,122379.0,0.0,Services,CA,00,00,2018,OSFI,Yes,Yes,Unknown,No,Yes,No,"Information Retrieval Services, Database"
56706,12650.0,0.0,Services,CA,00,00,2017,DND,Unknown,Yes,No,Unknown,Yes,No,Environmental Services
56723,181788.75,181788.75,Services,CA,00,00,2017,GAC,Yes,Yes,Unknown,No,Yes,No,Miscellaneous Communications Services
56724,246277.85,1843059.15,Services,CA,00,00,2018,DFO,Yes,Yes,Unknown,No,Yes,No,Wind Energy Systems (R&D)
56732,828000.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,Satellite Data Processing and Related Services
56755,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56760,540824.07,0.0,Services,CA,71,00,2017,CSC,Yes,Unknown,Yes,No,Yes,No,Certifications and Accreditations for Products and Institutions other than Educational Institutions
56762,12649.56,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Consulting Services
56769,383233.41,556594.29,Services,CA,00,00,2017,DFO,Yes,Yes,Yes,No,Yes,No,Budget Control Systems
56776,20001.0,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Pipe, Tube and Rigid Tubing"
56778,12665.04,0.0,Services,US,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
56780,10717.42,-12184.14,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
56829,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56857,153205.04,205638.85,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56860,161948.18,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Alarm and Signal Systems, Miscellaneous - Repair, Overhaul and Maintenance"
56887,161222.75,0.0,Services,CA,00,00,2018,FCAC,No,Yes,Yes,Yes,Yes,No,Budget Control Systems
56889,37290.0,42668.8,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56910,205497.05,-13346.44,Services,CA,00,00,2018,CRA,Yes,Yes,Unknown,No,Yes,No,Budget Control Systems
56935,153205.04,205638.85,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
56941,5695994.03,0.0,Services,CA,00,00,2017,DND,Yes,Yes,Yes,No,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
56943,22600.0,11300.0,Services,CA,00,00,2018,CSPS,Yes,Yes,No,Yes,Yes,No,Courier Service
56997,1149864.62,-15278.38,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
57021,26933.55,0.0,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,ADP Software
57022,16152.22,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57023,48397.58,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
57043,29483.96,75746.49,Services,CA,71,00,2017,CSC,Yes,Unknown,No,Yes,Yes,No,"Alarm and Signal Systems, Miscellaneous - Repair, Overhaul and Maintenance"
57057,132791.07,0.0,Services,CA,87,00,2018,CEO,Yes,Unknown,No,Yes,Yes,No,Informatics Professional Services
57069,26885.75,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
57100,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57111,31527.0,-35696.7,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57139,30430.9,0.0,Services,CA,00,00,2018,CNSC,Yes,Yes,No,Yes,Yes,No,Business Training
57161,4347154.0,4564243.21,Services,CA,00,00,2018,GAC,Yes,Yes,Yes,No,Yes,No,Language Training Services
57186,11031.09,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57190,76100.46,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,"Power Transmission Equipment, Miscellaneous - Repair"
57230,9995.09,5324.34,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57231,33561.0,100344.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57239,18189.05,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
57240,95477.07,207535.58,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57250,160571.79,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,Temporary Help Services - Professional and Technical
57254,6308.55,38757.74,Goods,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
57256,16849.22,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
57265,13519.32,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Electrical Control Equipment
57273,58230.36,0.0,Services,CA,71,00,2018,DND,Unknown,Unknown,No,Unknown,Yes,No,Informatics Professional Services
57277,177932.63,-63441.02,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57305,5799.5,8264.82,Goods,CA,00,00,2019,CSC,Unknown,Yes,No,Unknown,Yes,No,Drugs and Biologicals
57313,117075.91,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
57317,10573.4,8031.04,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57330,11497.5,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Firefighting Equipment - Repair and Overhaul
57336,35866.97,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"MACHINE TOOLS, MISCELLANEOUS - RENTAL"
57352,12887.78,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57359,15820.0,0.0,Services,CA,00,00,2017,HC,Yes,Yes,No,Yes,Yes,No,"Laboratory, Testing and Inspection Services, Except Medical/Dental"
57361,40578.3,85428.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57379,130854.0,133566.0,Services,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Consulting Services
57383,78690.38,49574.94,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57410,61495.5,0.0,Goods,CA,71,00,2017,PCO,Yes,Unknown,No,Yes,Yes,No,ADP Software
57418,11627.77,1860.51,Goods,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
57436,140120.0,210180.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57439,0.0,21008.4,Services,CA,00,00,2018,CTA,Yes,Yes,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
57441,24021.49,18871.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,Plumbing Contractor Services
57448,24955.0,0.0,Services,CA,00,00,2018,VAC,Yes,Yes,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
57459,0.0,0.0,Goods,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Office Supplies
57462,127211.56,43957.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57466,12873.8,0.0,Services,CA,85,00,2018,CSC,Yes,Unknown,No,Yes,Yes,No,Consulting Services
57468,20732.0,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"Generators and Generator Sets, Electrical - Repair"
57500,10398.21,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57515,14405.19,90297.26,Services,CA,00,00,2017,PCO,Yes,Yes,No,Yes,Yes,No,Courier Service
57537,30326.43,0.0,Services,CA,00,00,2017,PSC,Yes,Yes,No,No,Yes,No,General Office Help
57567,51738.75,54843.06,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57576,0.0,0.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
57588,13650.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,Freight and Cargo Services
57595,118096.3,0.0,Services,CA,71,00,2017,ATSSC,Yes,Unknown,Unknown,No,Yes,No,Information Products
57602,270659325.04,49182899.28,Services,CA,00,00,2018,ESDC,Yes,Yes,Yes,No,Yes,No,"Financial and Related Services, N.E.S."
