,procurement_id,original_value,agreement_type_code,commodity_type_code,commodity_code,limited_tendering_reason_code,document_type_code,reporting_period,owner_org_title,abbreviation,Federal Entity,Abbreviation,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,CUFTA,WTO-AGP,CETA,CPTPP
225184,3514645,442056.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225193,3514659,250860.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225202,3514670,153228.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225211,3514708,238656.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225220,3514714,488160.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225229,3514723,128820.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225238,3514751,271200.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225247,3514939,191280.75,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225256,3515146,204812.5,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225265,3515282,184741.44,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225274,3515359,103225.5,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225283,3515419,210180.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225292,3515502,134677.92,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225301,3515542,191137.24,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225310,3515557,150787.2,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225319,3515635,141991.28,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225328,3515664,83902.5,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225337,3515670,20481.25,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225346,3515908,109320.72,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225355,3516036,142425.2,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225364,3516275,31357.5,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225373,3516335,183550.42,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225382,3516679,124399.44,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225391,3516856,57260.49,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225400,3516890,98011.68,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225409,3517034,74688.48,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225418,3517058,30916.8,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225427,3517058,30916.8,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225436,3517078,18023.5,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225445,3517078,18023.5,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225454,3517089,135600.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225463,3517100,85597.5,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225472,3517107,13253.07,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225480,3517118,167918.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225489,3517135,105999.31,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225498,3517151,105997.03,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225506,3517160,101700.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225514,3517170,49720.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225523,3517187,153228.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225532,3517194,215332.8,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225545,8506237,145634.4,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225554,8506254,155940.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225563,8506332,129362.4,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225572,8506440,296286.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225581,8506461,152728.68,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225590,8506518,147019.19,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225599,8507040,33787.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225608,8507185,280692.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225617,8507191,200010.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225626,8507192,193908.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225635,8507197,109185.12,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225644,8507198,155940.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225653,8507285,112481.33,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225662,8507323,237028.8,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225671,8507324,81360.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225679,8507347,223740.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225688,8507393,85880.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225697,8507479,166675.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225706,9202761101,440349.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225718,3517207,24865.66,CCFTA,Services,R019,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225729,8507357,174084.04,CCFTA,Services,R010,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225741,9202752201,129328.27,CCFTA,Goods,7030,71,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225750,9202754101,114699.52,CCFTA,Goods,7030,71,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225762,4507446,27385.78,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225771,4507455,344374.0,CCFTA,Services,R201,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225779,4507457,195772.5,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225788,4507460,395511.3,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225797,4507463,188414.51,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225806,4507474,212492.64,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225842,8507265,111886.95,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225851,8507320,117972.0,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225860,8507447,93394.5,CCFTA,Services,D399,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225879,8507485,40680.0,CCFTA,Services,D302,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225899,5029077,112943.5,CCFTA,Services,R019,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225909,4507390,118650.0,CCFTA,Services,D399,00,Amendment,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225972,5029122,1639972.0,CCFTA,Services,R019,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
225996,9202737101,209147.3,CCFTA,Goods,6625,00,Contract,2018,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",ISED,Department of Industry,ISED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226508,4000875,16950.0,CCFTA,Services,D302A,00,Amendment,2019,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,IRB,Immigration and Refugee Board ,IRB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226517,4001867,150856.69,CCFTA,Services,D302A,00,Amendment,2019,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,IRB,Immigration and Refugee Board ,IRB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226605,8040813,140120.0,CCFTA,Services,R104B,00,Contract,2019,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,IRB,Immigration and Refugee Board ,IRB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226613,8040851,192100.0,CCFTA,Services,R104B,00,Contract,2019,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,IRB,Immigration and Refugee Board ,IRB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226621,8040856,47460.0,CCFTA,Services,R104B,00,Contract,2019,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,IRB,Immigration and Refugee Board ,IRB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226687,7004330570,1150340.73,CCFTA,Goods,N7010,00,Amendment,2019,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,IRB,Immigration and Refugee Board ,IRB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226696,4500359949,292151.47,CCFTA,Services,R019,00,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226704,4500365466,150580.46,CCFTA,Services,R122,00,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226711,4500370660,112872.38,CCFTA,Services,R199,00,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226718,4500376719,149826.8,CCFTA,Services,R199,00,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226729,4500384969,61020.0,CCFTA,Services,R019,86,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226738,4500384969,61020.0,CCFTA,Services,R019,86,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226751,4500385822,343074.78,CCFTA,Services,B308,00,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226780,4500388426,93709.5,CCFTA,Services,R122,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226789,4500388604,65190.83,CCFTA,Services,R199,00,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226803,A041618327,27749.34,CCFTA,Goods,7030,71,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226812,A041683091,726460.32,CCFTA,Services,R019,71,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226821,A041683092,641924.01,CCFTA,Services,R019,71,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226829,A041683201,112641.51,CCFTA,Goods,7030,71,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226838,A041683911,166713.75,CCFTA,Goods,7030,00,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226854,R210438,344614.57,CCFTA,Services,R019,87,Contract,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226867,4500374211,193200.0,CCFTA,Services,AJ31,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226890,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226899,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226908,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226917,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226926,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226935,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226944,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
226953,4500317007,2000000.0,CCFTA,Services,R104,87,Amendment,2018,Indigenous Services Canada | Services aux Autochtones Canada,ISC,Department of Indigenous Services Canada,ISC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
