,Original Value,Trade Agreement Code,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,Thresholds Rule,Commodity Rule,Exemptions Rule,Commodity
55398,12477.09,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
55435,142945.0,WTO-AGP,Services,CA,71,0,2019,CRA,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
55449,75075.0,WTO-AGP,Services,CA,0,0,2019,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
55454,33574.68,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
55458,26676.51,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Environmental Site Investigation
55482,141014.0,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Vehicular Furniture and Accessories
55491,14500.0,NAFTA,Goods,US,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Hardware, Commercial"
55505,360800.37,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Marine Hardware and Hull Items - Repair
55512,14690.0,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
55544,10156.34,WTO-AGP,Goods,CA,71,0,2017,CRA,Yes,Unknown,No,Yes,Yes,Office Furniture
55574,49080.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
55595,10537.31,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
55600,174365.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,"Vehicular Cab, Body and Frame Structural Components - Repair"
55609,170797.86,WTO-AGP,Goods,CA,0,0,2017,PPSC,No,Yes,No,Yes,Yes,Office Furniture
55661,58296.0,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Freight and Cargo Services
55663,32602.31,CFTA,Services,CA,0,0,2019,CBSA,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
55682,33900.0,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
55703,60531.84,WTO-AGP,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
55705,11164.81,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
55730,21832.4,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Construction of Commercial Buildings
55742,33900.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
55749,17006.5,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Yes,Yes,Advertising
55751,13402.11,CETA,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,"Headsets, Handsets, Microphones and Speakers"
55821,25000.0,CFTA,Construction,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,Construction of Commercial Buildings
55825,0.0,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Yes,Yes,Paper Shredding Service
55836,38173.12,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Leasing of Hotel, Restaurant Buildings etc."
55839,143718.75,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Informatics Professional Services
55841,16841.52,WTO-AGP,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"Medical and Surgical Instruments, Equipment and Supplies"
55862,17797.38,NAFTA,Services,CA,85,0,2018,CBSA,Yes,Unknown,No,Yes,Yes,Multimedia Services
55886,24888.25,WTO-AGP,Services,CA,0,0,2017,OSFI,Yes,Yes,No,Yes,Yes,Consulting Services
55893,20196.0,WTO-AGP,Services,CA,0,0,2017,CTA,Yes,Yes,No,No,Yes,Language Training Services
55922,12235.66,WTO-AGP,Services,FR,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,Relocation Services
55932,76427.55,WTO-AGP,Services,CA,0,0,2018,CNSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
55970,24932.86,WTO-AGP,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,ADP Software
55994,1067842.44,NAFTA,Construction,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,"Roofing, Siding and Sheet Metal Installation Services"
56011,21500.0,NAFTA,Services,CA,85,0,2019,SSHRC,Yes,Unknown,No,Yes,Yes,Language Training Services
56035,31075.0,CETA,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56101,16605.75,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Freight and Cargo Services
56102,12767.28,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
56105,95477.07,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56114,19102.65,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Business Services
56127,12659.03,WTO-AGP,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,ADP Software
56152,48397.58,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
56170,27594.0,NAFTA,Services,CA,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,Management Training
56171,135233.12,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56173,14508.46,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
56198,30879.53,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
56210,161948.18,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Alarm and Signal Systems, Miscellaneous - Repair, Overhaul and Maintenance"
56260,17445.03,WTO-AGP,Services,CA,0,0,2018,StatCan,Yes,Yes,No,No,Yes,Office Furniture - Installation
56265,18625.95,NAFTA,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
56279,52805.88,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,General Office Help
56283,29696.4,WTO-AGP,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56287,33727.0,CFTA,Construction,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,Construction of Warehouses and Industrial Buildings
56300,24142.91,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
56321,15225.62,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
56328,124547.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,Unknown,No,Yes,"Vehicular Cab, Body and Frame Structural Components - Repair"
56334,32408.4,NAFTA,Services,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,PLUMBING FIXTURES AND ACCESSORIES - RENTAL
56346,33086.4,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Budget Control Systems
56372,359398.73,CETA,Services,US,0,0,2018,DND,Yes,Yes,Yes,No,Yes,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
56410,107886.75,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56420,11346.11,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
56441,18750.0,WTO-AGP,Services,CA,0,0,2019,CGC,No,Yes,No,Yes,Yes,Alternative Dispute Resolution Services
56459,105000.0,WTO-AGP,Goods,CA,0,0,2019,CBSA,Yes,Yes,No,Yes,Yes,"Medical and Surgical Instruments, Equipment and Supplies"
56494,169053.29,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56523,30283.04,NAFTA,Services,CA,71,0,2017,CSA,No,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
56573,13292.78,NAFTA,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
56584,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56590,24795.0,WTO-AGP,Services,CA,85,0,2018,CRCC,Yes,Unknown,No,Yes,Yes,Consulting Services
56593,23814.75,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
56639,24941.07,CETA,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Textile Fabrics
56642,60012.04,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56666,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56681,117118.87,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Data Centre Services
56690,67899.44,WTO-AGP,Goods,CA,87,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Office Supplies
56692,30181.6,CETA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
56698,22035.0,NAFTA,Services,CA,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
56704,14420.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
56739,10430.53,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
56758,15803.97,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
56793,63426.9,NAFTA,Services,CA,71,0,2018,OIC,Yes,Unknown,No,Yes,Yes,Informatics Professional Services
56796,1298000.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Other Buildings
56838,67835.42,WTO-AGP,Services,CA,86,0,2018,CEO,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
56839,23792.06,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
56853,157900.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
56857,61787.01,CFTA,Services,CA,85,0,2018,CEO,Unknown,Unknown,No,Unknown,Yes,Budget Control Systems
56866,18373.01,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
56879,33838.12,NAFTA,Goods,CA,0,0,2018,CGC,No,Yes,Unknown,Yes,Yes,"Optical Instruments, Test Equipment, Components and Accessories"
56890,10972.93,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,"TRUCKS AND TRUCK TRACTORS, WHEELED - RENTAL"
56907,18492.0,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Language Training Services
56916,23121.47,NAFTA,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
56935,13510.91,WTO-AGP,Goods,CA,0,0,2017,StatCan,Yes,Yes,No,Yes,Yes,Telephone and Telegraph Equipment
56942,49527.9,NAFTA,Services,CA,0,0,2018,HC,Yes,Yes,No,Yes,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
56957,11676.56,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
57000,99846.8,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
57004,27368.83,CETA,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
57007,16119.45,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
57014,41121.15,CFTA,Construction,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Plumbing Contractor Services
57054,40530.07,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Specialized Shipping and Storage Containers
57061,18868.74,WTO-AGP,Goods,CA,71,0,2018,PCO,Yes,Unknown,No,Yes,Yes,ADP Software
57064,10980.57,CFTA,Services,CA,87,0,2018,CRA,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
57068,27561.45,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
57086,10269.12,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57091,16152.22,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
57094,15807.4,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Power Distribution and Transmission Lines
57100,21247.38,CETA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Fruits and Vegetables (replaced by gsin N8915Z)
57130,17707.06,NAFTA,Services,PE,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,"Furniture, Office-Refinishing and Repair"
57131,25425.0,NAFTA,Services,CA,0,0,2019,SSHRC,Yes,Yes,No,No,Yes,Communication Writing and Editing Services
57163,15400.39,WTO-AGP,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
57181,24408.0,NAFTA,Services,CA,0,0,2018,CNSC,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
57193,15255.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57194,106785.0,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57199,17250.0,CFTA,Services,CA,0,0,2018,CBSA,Unknown,Yes,No,Unknown,Yes,Harassment (Investigative Services)
57213,21845.25,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
57241,47912.0,CFTA,Services,CA,0,0,2018,CRA,Unknown,Yes,No,Unknown,Yes,Rental - Warehouses
57245,10728.08,NAFTA,Construction,US,85,0,2018,GAC,Yes,Unknown,No,Yes,Yes,Painting Work
57272,33075.04,CFTA,Services,CA,0,0,2017,DND,Unknown,Yes,No,Yes,Yes,Vessel Charter
57279,54910.03,CFTA,Services,CA,0,0,2018,CRA,Unknown,Yes,No,Yes,Yes,Public Opinion Research - Quantitative & Qualitative
57283,15406.65,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
57364,398664.0,WTO-AGP,Services,CA,0,0,2019,GAC,Yes,Yes,Yes,No,Yes,General Office Help
57370,93966.5,WTO-AGP,Construction,CA,0,0,2018,DFO,Yes,Yes,No,Yes,Yes,Heating (except electric heating) and Air Conditioning
57387,16950.0,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"MACHINE TOOLS, MISCELLANEOUS - RENTAL"
57400,125091.0,WTO-AGP,Services,CA,0,0,2018,DFO,Yes,Yes,No,No,Yes,Freight and Cargo Services
57415,42375.0,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,ADP Software
57426,20638.01,WTO-AGP,Services,CA,0,0,2019,LAC,Yes,Yes,No,Yes,Yes,"Information Retrieval Services, Database"
57449,12916.65,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,"Construction Material, Miscellaneous - Repair"
57450,27082.06,NAFTA,Construction,US,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,General Heavy Construction
57465,10170.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
57473,32973.4,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Unknown,Yes,Informatics Professional Services
57503,33900.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57537,24885.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
57551,84746.61,NAFTA,Services,CA,85,0,2019,CTA,Yes,Unknown,Unknown,No,Yes,Communication Project Management Services
57558,19370.16,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Power and Hand Pumps
57560,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57561,22796.62,WTO-AGP,Goods,CA,0,0,2017,StatCan,Yes,Yes,No,Yes,Yes,Telephone and Telegraph Equipment
57589,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57596,38071.95,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
57606,43618.63,WTO-AGP,Services,CA,0,0,2018,CGC,No,Yes,No,Yes,Yes,Internal and External Audits (Supply Arrangement PASS)
57614,88672.41,WTO-AGP,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,"Hotels, Motels and Commercial Accommodation"
57621,103960.0,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57631,99340.56,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
57654,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57675,19347.99,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Refrigeration and Air Conditioning Components - Repair
57691,33900.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57736,24995.25,WTO-AGP,Services,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57740,18533.97,CETA,Services,CA,71,0,2018,CSC,Yes,Unknown,No,No,Yes,Technical / Vocational Training
57775,46008.4,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Fans, Air Circulators and Blower Equipment - Repair"
57780,11010.04,WTO-AGP,Services,CA,85,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Consulting Services
57784,139145.71,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
57795,359291.74,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,Yes,No,Yes,Communication Project Management Services
57806,63294.97,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Video Recording and Reproduction Equipment
57825,21889.23,CFTA,Construction,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Building Fire Protection Systems
57826,55205.97,WTO-AGP,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Office Supplies
57874,17874.01,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Firefighting Equipment - Repair and Overhaul
57892,50931.63,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Pressure, Temperature and Humidity Measuring and Controlling Instruments - Repair"
57893,11941.01,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Miscellaneous Electric Power and Distribution Equipment
57910,87326.4,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
57941,135233.12,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
57955,16161.6,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
57999,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
58001,12249.2,CFTA,Services,CA,87,0,2017,CRA,Unknown,Unknown,No,Yes,Yes,Press Service
58042,17955.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
58045,90680.88,CETA,Services,CA,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,Consulting Services
58051,83902.5,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
58097,10102.24,CFTA,Services,CA,87,0,2018,CRA,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
58098,132465.95,NAFTA,Services,CA,0,0,2018,GAC,Yes,Yes,Unknown,No,Yes,Miscellaneous Communications Services
58126,355387.27,WTO-AGP,Services,US,0,0,2017,DND,Yes,Yes,Yes,No,Yes,Airborne Combat Support Training - Fighter and Trainer Aircraft only
58133,24267.7,WTO-AGP,Goods,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
58134,25851.69,CFTA,Services,CA,0,0,2018,CRA,Unknown,Yes,No,Yes,Yes,Printing of Envelopes
58149,24999.86,WTO-AGP,Services,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
58168,125680.86,WTO-AGP,Services,CA,0,0,2017,OSFI,Yes,Yes,No,Yes,Yes,Consulting Services
58176,67800.0,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Substance Abuse Counselling
58186,25736.88,CFTA,Services,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,General Office Help
58189,144405.22,NAFTA,Services,CA,0,0,2019,DND,Yes,Yes,Yes,No,Yes,"Hotels, Motels and Commercial Accommodation"
58194,10842.0,CFTA,Goods,GB,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,Marine Life Saving and Diving Equipment
58221,116390.0,WTO-AGP,Services,CA,5,0,2018,CBSA,Yes,Unknown,No,Yes,Yes,Hazard-Detecting Instruments and Apparatus - Repair and Overhaul
58242,134752.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
58251,11165.13,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Unknown,Yes,General Office Help
58268,153137.6,CETA,Services,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
58277,30326.43,NAFTA,Services,CA,0,0,2017,PSC,Yes,Yes,No,No,Yes,General Office Help
58283,51539.3,WTO-AGP,Services,CA,0,0,2019,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
58289,12572.38,NAFTA,Services,CA,85,0,2017,GAC,Yes,Unknown,No,No,Yes,Miscellaneous Communications Services
58290,44741.92,WTO-AGP,Services,CA,87,0,2018,CEO,Yes,Unknown,No,No,Yes,Budget Control Systems
58303,62000.77,NAFTA,Services,CR,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,"Cleaning and Maintenance, Janitorial"
58343,13555.04,WTO-AGP,Services,CN,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Relocation Services
58350,22916.4,CFTA,Services,CA,87,0,2018,CRA,Unknown,Unknown,No,Yes,Yes,Press Service
58362,14895.01,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,"Construction Material, Miscellaneous - Repair"
58367,59887.74,WTO-AGP,Goods,CA,0,0,2018,CRCC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
58380,19792.5,CETA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Armor, Personal"
58405,567500.0,WTO-AGP,Services,CA,0,0,2019,VAC,Yes,Yes,Yes,No,Yes,Budget Control Systems
58406,24703.38,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Software
58413,22371.0,NAFTA,Goods,US,71,0,2017,DND,Yes,Unknown,No,Yes,Yes,Gliders
58435,114459.96,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
58454,16725.0,CFTA,Goods,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,Communications Security Equipment and Components
58455,17414.92,NAFTA,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Office Furniture
58467,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
58492,153137.6,WTO-AGP,Services,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,Organization Development
58498,96773.23,CETA,Services,CH,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,"Cleaning and Maintenance, Janitorial"
58501,15820.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
58516,342791.0,NAFTA,Construction,CA,0,1,2017,DND,Yes,Yes,No,Yes,Unknown,Construction of Other Buildings
58557,10170.32,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
58558,107611.25,WTO-AGP,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
58595,10692.68,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
58597,101766.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Other Buildings
58603,28660.69,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
58605,11242.67,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
58643,11536.56,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Hardware, Commercial"
58650,13880.0,NAFTA,Construction,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Air Distribution Systems - Installation and Repair
58740,49157.4,CETA,Goods,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,ADP Support Equipment
58749,109208.85,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
58759,113441.13,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Aircraft Hydraulic, Vacuum and De-Icing System Components"
58766,23818.4,WTO-AGP,Goods,CA,0,0,2018,CGC,No,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
58783,12004.34,NAFTA,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Office Furniture
58795,16214.75,WTO-AGP,Services,FR,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Relocation Services
